# File generated by CMD 2.6 (http://stev.oapd.inaf.it/cmd) on Wed Oct 22 16:03:03 CEST 2014
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: UKIDSS <i>ZYJHK</i> (Vegamag)
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00605	Y = 0.25913	[M/H] = -0.400	eta_R = 0.200	Age = 	1.0000e+06 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    Z       Y       J       H       K	int_IMF	stage
	0.006054	6.0000	0.09000000	0.0900	-1.2173	3.4735	3.4555	7.813	7.036	6.400	5.794	5.334	4.969	1.46765435	0
	0.006054	6.0000	0.10000000	0.1000	-1.1162	3.4805	3.4283	7.561	6.763	6.153	5.555	5.080	4.732	1.57040203	0
	0.006054	6.0000	0.12000000	0.1200	-0.9475	3.4921	3.3853	7.139	6.318	5.748	5.162	4.652	4.331	1.74782515	0
	0.006054	6.0000	0.13123247	0.1312	-0.8693	3.4976	3.3677	6.943	6.114	5.561	4.981	4.451	4.143	1.83415651	0
	0.006054	6.0000	0.14000000	0.1400	-0.8086	3.5017	3.3515	6.791	5.957	5.417	4.840	4.295	3.996	1.89584959	0
	0.006054	6.0000	0.16000000	0.1600	-0.6957	3.5104	3.3314	6.509	5.665	5.154	4.585	4.006	3.726	2.02115250	0
	0.006054	6.0000	0.18633288	0.1863	-0.5917	3.5201	3.3323	6.249	5.397	4.921	4.360	3.745	3.482	2.15947533	0
	0.006054	6.0000	0.20000000	0.2000	-0.5141	3.5259	3.3089	6.055	5.202	4.742	4.185	3.544	3.293	2.22178221	0
	0.006054	6.0000	0.22516865	0.2252	-0.5212	3.5292	3.3805	6.073	5.210	4.765	4.215	3.575	3.326	2.32274699	0
	0.006054	6.0000	0.25444716	0.2544	-0.4024	3.5408	3.3610	5.776	4.912	4.499	3.957	3.274	3.047	2.42213035	0
	0.006054	6.0000	0.26758182	0.2676	-0.4034	3.5424	3.3903	5.778	4.912	4.504	3.965	3.283	3.057	2.46154189	0
	0.006054	6.0000	0.29279926	0.2928	-0.4049	3.5461	3.4460	5.782	4.910	4.515	3.981	3.299	3.076	2.52964807	0
	0.006054	6.0000	0.30354500	0.3035	-0.3909	3.5488	3.4583	5.747	4.874	4.486	3.955	3.267	3.048	2.55606103	0
	0.006054	6.0000	0.31937733	0.3194	-0.3695	3.5524	3.4735	5.694	4.820	4.442	3.914	3.218	3.005	2.59252095	0
	0.006054	6.0000	0.33485499	0.3349	-0.3556	3.5555	3.4924	5.659	4.785	4.414	3.890	3.188	2.980	2.62552071	0
	0.006054	6.0000	0.34730589	0.3473	-0.3491	3.5577	3.5107	5.643	4.768	4.404	3.881	3.176	2.971	2.65033770	0
	0.006054	6.0000	0.35411352	0.3541	-0.3449	3.5591	3.5203	5.632	4.758	4.397	3.876	3.167	2.965	2.66331053	0
	0.006054	6.0000	0.38393509	0.3839	-0.3043	3.5668	3.5457	5.531	4.661	4.316	3.801	3.077	2.886	2.71573043	0
	0.006054	6.0000	0.40156499	0.4016	-0.2849	3.5708	3.5619	5.482	4.614	4.278	3.765	3.035	2.851	2.74374175	0
	0.006054	6.0000	0.43246624	0.4325	-0.2411	3.5789	3.5827	5.373	4.508	4.186	3.680	2.941	2.768	2.78813601	0
	0.006054	6.0000	0.45333651	0.4533	-0.2147	3.5840	3.5970	5.307	4.444	4.131	3.629	2.889	2.723	2.81515479	0
	0.006054	6.0000	0.49100080	0.4910	-0.1619	3.5935	3.6171	5.175	4.314	4.018	3.523	2.787	2.632	2.85887408	0
	0.006054	6.0000	0.50156498	0.5016	-0.1485	3.5960	3.6228	5.141	4.280	3.987	3.494	2.762	2.610	2.87011790	0
	0.006054	6.0000	0.50398034	0.5040	-0.1455	3.5965	3.6239	5.134	4.273	3.980	3.488	2.756	2.605	2.87263083	0
	0.006054	6.0000	0.51849210	0.5185	-0.1255	3.5998	3.6294	5.084	4.223	3.935	3.445	2.717	2.569	2.88727713	0
	0.006054	6.0000	0.53374708	0.5337	-0.1053	3.6034	3.6362	5.033	4.172	3.889	3.403	2.679	2.536	2.90188694	0
	0.006054	6.0000	0.54976106	0.5498	-0.0847	3.6074	3.6443	4.982	4.122	3.843	3.360	2.642	2.503	2.91642380	0
	0.006054	6.0000	0.55156499	0.5516	-0.0826	3.6078	3.6454	4.977	4.116	3.839	3.356	2.639	2.500	2.91801310	0
	0.006054	6.0000	0.55399013	0.5540	-0.0798	3.6083	3.6465	4.969	4.109	3.832	3.350	2.633	2.495	2.92013454	0
	0.006054	6.0000	0.57399374	0.5740	-0.0540	3.6126	3.6531	4.905	4.046	3.774	3.296	2.586	2.451	2.93700671	0
	0.006054	6.0000	0.59516251	0.5952	-0.0272	3.6173	3.6612	4.838	3.979	3.713	3.240	2.538	2.409	2.95372915	0
	0.006054	6.0000	0.60156500	0.6016	-0.0196	3.6188	3.6642	4.819	3.961	3.696	3.224	2.525	2.397	2.95857453	0
	0.006054	6.0000	0.60306311	0.6031	-0.0180	3.6191	3.6647	4.815	3.957	3.693	3.221	2.522	2.394	2.95969462	0
	0.006054	6.0000	0.62055361	0.6206	0.0041	3.6226	3.6690	4.760	3.902	3.642	3.174	2.481	2.357	2.97240639	0
	0.006054	6.0000	0.63883537	0.6388	0.0265	3.6265	3.6748	4.704	3.848	3.592	3.127	2.442	2.320	2.98500752	0
	0.006054	6.0000	0.65156496	0.6516	0.0410	3.6292	3.6799	4.668	3.812	3.560	3.097	2.417	2.298	2.99338102	0
	0.006054	6.0000	0.65286440	0.6529	0.0423	3.6294	3.6803	4.664	3.809	3.557	3.094	2.414	2.296	2.99421787	0
	0.006054	6.0000	0.67765599	0.6777	0.0706	3.6339	3.6859	4.594	3.739	3.492	3.036	2.366	2.251	3.00958943	0
	0.006054	6.0000	0.70156497	0.7016	0.0985	3.6387	3.6924	4.524	3.670	3.428	2.979	2.322	2.211	3.02341509	0
	0.006054	6.0000	0.75156498	0.7516	0.1671	3.6543	3.7159	4.352	3.497	3.276	2.852	2.243	2.143	3.04956651	0
	0.006054	6.0000	0.76195621	0.7620	0.1757	3.6554	3.7179	4.331	3.476	3.256	2.834	2.228	2.130	3.05458331	0
	0.006054	6.0000	0.79703420	0.7970	0.2075	3.6595	3.7219	4.251	3.397	3.181	2.766	2.174	2.078	3.07058120	0
	0.006054	6.0000	0.80156499	0.8016	0.2115	3.6600	3.7224	4.241	3.386	3.172	2.758	2.167	2.071	3.07254720	0
	0.006054	6.0000	0.82294220	0.8229	0.2287	3.6622	3.7256	4.198	3.344	3.132	2.722	2.138	2.044	3.08152390	0
	0.006054	6.0000	0.85156500	0.8516	0.2532	3.6653	3.7282	4.137	3.284	3.076	2.670	2.096	2.004	3.09282041	0
	0.006054	6.0000	0.88212043	0.8821	0.2763	3.6682	3.7321	4.079	3.226	3.022	2.621	2.057	1.966	3.10405135	0
	0.006054	6.0000	0.90156496	0.9016	0.2922	3.6701	3.7334	4.039	3.187	2.985	2.587	2.029	1.939	3.11079264	0
	0.006054	6.0000	0.92338616	0.9234	0.3081	3.6721	3.7355	4.000	3.148	2.949	2.553	2.002	1.913	3.11801147	0
	0.006054	6.0000	0.95156497	0.9516	0.3295	3.6746	3.7375	3.946	3.096	2.900	2.508	1.965	1.877	3.12683201	0
	0.006054	6.0000	0.96969849	0.9697	0.3417	3.6762	3.7395	3.916	3.066	2.872	2.483	1.944	1.857	3.13223052	0
	0.006054	6.0000	1.00156498	1.0016	0.3647	3.6788	3.7413	3.858	3.010	2.819	2.434	1.903	1.818	3.14123225	0
	0.006054	6.0000	1.01654279	1.0165	0.3745	3.6800	3.7425	3.834	2.986	2.796	2.413	1.886	1.801	3.14525962	0
	0.006054	6.0000	1.05156493	1.0516	0.3984	3.6827	3.7444	3.774	2.928	2.742	2.363	1.844	1.761	3.15419436	0
	0.006054	6.0000	1.10156500	1.1016	0.4304	3.6864	3.7470	3.694	2.850	2.669	2.295	1.787	1.706	3.16589022	0
	0.006054	6.0000	1.15156496	1.1516	0.4607	3.6897	3.7495	3.618	2.776	2.600	2.231	1.733	1.654	3.17649293	0
	0.006054	6.0000	1.16685307	1.1669	0.4693	3.6907	3.7505	3.597	2.756	2.580	2.213	1.718	1.639	3.17953944	0
	0.006054	6.0000	1.20156503	1.2016	0.4903	3.6929	3.7511	3.544	2.705	2.532	2.169	1.680	1.602	3.18614626	0
	0.006054	6.0000	1.25156498	1.2516	0.5185	3.6959	3.7527	3.474	2.638	2.468	2.109	1.629	1.553	3.19496894	0
	0.006054	6.0000	1.31434631	1.3143	0.5524	3.6994	3.7537	3.389	2.556	2.390	2.037	1.566	1.493	3.20500350	0
	0.006054	6.0000	1.35000002	1.3500	0.5709	3.7014	3.7550	3.343	2.512	2.349	1.998	1.533	1.461	3.21023273	0
	0.006054	6.0000	1.35206902	1.3521	0.5719	3.7015	3.7551	3.340	2.510	2.347	1.996	1.531	1.459	3.21052670	0
	0.006054	6.0000	1.39999998	1.4000	0.5976	3.7039	3.7542	3.276	2.448	2.288	1.941	1.483	1.412	3.21705914	0
	0.006054	6.0000	1.45000005	1.4500	0.6228	3.7064	3.7542	3.213	2.388	2.231	1.887	1.436	1.366	3.22335362	0
	0.006054	6.0000	1.48629022	1.4863	0.6400	3.7081	3.7545	3.170	2.347	2.192	1.851	1.404	1.335	3.22762227	0
